text,label
Cơ quan nào được xác định là cơ quan đại biểu cao nhất của nhân dân Việt Nam,2
Quốc hội Việt Nam thực hiện quyền lập hiến lập pháp và quyền gì tối cao,2
Hội đồng nhân dân các cấp được xác định là cơ quan quyền lực nhà nước ở đâu,2
Cơ quan nào trách nhiệm giám sát hoạt động của Ủy ban nhân dân cùng cấp,2
Chính phủ Việt Nam được xác định là cơ quan hành chính nhà nước ở cấp bậc nào,2
Thủ tướng Chính phủ chịu trách nhiệm báo cáo công tác trước cơ quan nào,2
Ủy ban nhân dân cấp tỉnh làm việc theo chế độ kết hợp trách nhiệm tập thể và ai,2
Hệ thống cơ quan nào tại Việt Nam thực hiện quyền tư pháp bảo vệ công lý,2
Tòa án nhân dân tối cao và các tòa án quân sự hoạt động dựa trên nguyên tắc gì,2
Cơ quan nào thực hiện chức năng thực hành quyền công tố và kiểm sát tư pháp,2
Kiểm sát viên khi làm nhiệm vụ phải tuân theo sự chỉ đạo trực tiếp của ai,2
Việc đổi tên nước thành Cộng hòa xã hội chủ nghĩa Việt Nam diễn ra sau năm nào,2
Nhóm cơ quan quản lý nhà nước tại Việt Nam gồm Chính phủ và Ủy ban nhân dân nào,2
Quyền quyết định các vấn đề chiến tranh và hòa bình thuộc thẩm quyền cơ quan nào,2
Cơ quan nào trực tiếp giúp Ủy ban nhân dân quản lý chuyên môn tại địa phương,2
Theo học thuyết Mác-Lênin pháp luật ra đời đồng thời với hiện tượng xã hội nào,3
Bản chất của pháp luật mang hai thuộc tính là tính xã hội và tính gì,3
Pháp luật là công cụ để giai cấp thống trị cụ thể hóa ý chí thành quy tắc gì,3
Tại sao pháp luật cần ghi nhận cách xử sự được đa số cộng đồng chấp nhận,3
Đặc điểm nào của pháp luật giúp hướng hành vi theo một khuôn mẫu thống nhất,3
Khác với đạo đức thì tính quy phạm của pháp luật có phạm vi tác động như thế nào,3
Sức mạnh cưỡng chế nhà nước giúp phân biệt pháp luật với quy phạm xã hội nào,3
Tại sao văn bản pháp luật cần xác định chặt chẽ về hình thức và trình tự,3
Đặc điểm tính tổng quát của pháp luật cho phép áp dụng như thế nào về thời gian,3
Tính hệ thống đòi hỏi các quy định pháp luật không được xảy ra tình trạng gì,3
Tại sao pháp luật cần có tính ổn định tương đối trong một khoảng thời gian,3
Khi quan hệ thực tế thay đổi mà pháp luật giữ nguyên thì dẫn đến hậu quả gì,3
Bốn kiểu pháp luật trong lịch sử gắn với bốn hình thái sở hữu nào tương ứng,3
Ba kiểu pháp luật bóc lột chủ nô phong kiến và tư sản dựa trên chế độ nào,3
Kiểu pháp luật xã hội chủ nghĩa dựa trên chế độ nào để hướng tới công bằng,3
Quy phạm pháp luật là những quy tắc xử sự chung do tổ chức nào ban hành,3
Cấu trúc của một quy phạm pháp luật hoàn chỉnh thường gồm mấy bộ phận,3
Bộ phận nào trong quy phạm pháp luật mô tả tình huống thực tế áp dụng,3
Câu hỏi Chủ thể được làm gì hoặc không được làm gì thuộc bộ phận nào,3
Chế tài trong quy phạm pháp luật nêu lên hậu quả gì khi không thực hiện đúng,3
Việc phạt tù hoặc phạt tiền đối với hành vi vi phạm thuộc bộ phận nào,3
Quan hệ pháp luật là hình thức pháp lý của quan hệ xã hội được yếu tố nào điều chỉnh,3
Thành phần nội dung của quan hệ pháp luật gồm quyền chủ thể và yếu tố nào,3
Thực thể muốn tham gia quan hệ pháp luật phải có năng lực pháp luật và năng lực gì,3
Năng lực hành vi của một cá nhân phụ thuộc vào độ tuổi và yếu tố nhận thức nào,3
Pháp nhân phải hội đủ bao nhiêu điều kiện theo Bộ luật Dân sự năm 2015,8
Khách thể của quan hệ pháp luật là giá trị vật chất hoặc giá trị tinh thần nào,3
Sự kiện pháp lý nào xảy ra khách quan ngoài ý chí con người như thiên tai,3
Việc ký kết một bản hợp đồng kinh tế được gọi là hành vi pháp lý hay sự biến,3
Sự kiện một người qua đời làm phát sinh nhiều quan hệ pháp luật gọi là sự kiện gì,3
Hình thức thực hiện pháp luật nào yêu cầu chủ thể không làm điều cấm,3
Việc cá nhân chủ động kê khai và nộp thuế đúng hạn thuộc hình thức thực hiện nào,3
Hình thức sử dụng pháp luật cho phép chủ thể thực hiện quyền theo nhu cầu nào,3
Cơ quan nhà nước có thẩm quyền áp dụng pháp luật nhằm mục đích gì,3
Ý thức pháp luật đóng vai trò là tiền đề tư tưởng cho hoạt động nào,3
Hình thức pháp luật là phương thức biểu hiện ra bên ngoài của yếu tố nào,4
Ba nguồn luật chính hiện nay là tập quán pháp tiền lệ pháp và văn bản có đặc điểm gì khác nhau,4
Tập quán pháp là việc nhà nước thừa nhận các thói quen nào thành luật,4
Ưu điểm lớn nhất của tập quán pháp đối với chi phí xây dựng pháp luật là gì,4
Tiền lệ pháp tại Việt Nam hiện nay thường được gọi bằng tên gọi nào,4
Bản chất của tiền lệ pháp là dựa trên phán quyết của cơ quan nào,4
Hình thức pháp luật nào được coi là tiến bộ và chiếm vị trí chủ đạo nhất,4
Tại Việt Nam văn bản quy phạm pháp luật thể hiện rõ nhất ý chí của đối tượng nào,4
Án lệ tại Việt Nam là lập luận phán quyết do cơ quan nào lựa chọn,4
Việc áp dụng tập quán pháp tại Việt Nam phải không trái với nguyên tắc cơ bản nào,4
Thẩm phán có nghĩa vụ làm gì khi xét xử vụ việc có tình tiết tương tự án lệ,4
Văn bản quy phạm pháp luật bắt buộc phải chứa đựng các quy tắc xử sự nào,4
Thẩm quyền ban hành văn bản quy phạm gồm thẩm quyền nội dung và thẩm quyền gì,4
Loại văn bản quy phạm pháp luật nào chỉ Chủ tịch nước mới được quyền ban hành,4
Cơ quan nào có thẩm quyền ban hành Pháp lệnh trong hệ thống pháp luật,4
Trình tự soạn thảo văn bản quy phạm pháp luật nghiêm ngặt nhằm bảo đảm tính gì,4
Hiến pháp luật nghị quyết và pháp lệnh được sắp xếp theo thứ bậc hiệu lực như thế nào,4
Văn bản nào đứng đầu về giá trị pháp lý trong hệ thống văn bản quy phạm,4
Quốc hội ban hành loại văn bản quy phạm nào bên cạnh Hiến pháp và Luật,4
Chính phủ ban hành loại văn bản quy phạm pháp luật nào là chủ yếu,4
Hội đồng nhân dân các cấp ban hành loại văn bản quy phạm pháp luật nào,4
Việc đăng Công báo hoặc niêm yết công khai là điều kiện gì để văn bản thi hành,4
Văn bản quy phạm pháp luật cấp huyện và xã phải được công khai bằng cách nào,4
Hiệu lực theo thời gian của văn bản trung ương thường phát sinh sau bao nhiêu ngày,4
Hiệu lực hồi tố là việc văn bản pháp luật có tác động về thời điểm nào,4
Pháp luật Việt Nam nghiêm cấm hồi tố khi quy định trách nhiệm pháp lý mới hay gì,4
Văn bản quy phạm pháp luật của cấp nào tuyệt đối không được quy định hồi tố,4
Hệ quả pháp lý đối với văn bản hướng dẫn thi hành khi văn bản gốc bị bãi bỏ là gì,4
Hiệu lực theo không gian của văn bản địa phương được giới hạn ở đâu,4
Đối tượng tác động của văn bản pháp luật xác định rõ nhóm chủ thể nào,4
Một văn bản chứa quy phạm nhưng không đúng thẩm quyền thì có giá trị không,4
Nhược điểm của hệ thống văn bản quy phạm pháp luật về chi phí là gì,4
Tại sao cần sự tồn tại song song của các nguồn luật bổ trợ như tập quán án lệ,4
Văn bản quy phạm pháp luật cấp tỉnh phải đăng trên phương tiện thông tin nào,4
Thủ tục rút gọn cho phép văn bản quy phạm có hiệu lực ngay tại thời điểm nào,4
Hệ thống pháp luật Việt Nam là cấu trúc thống nhất gồm quy phạm chế định và gì,5
Yếu tố nào được coi là phần tử nhỏ nhất cấu thành hệ thống pháp luật,5
Chế định pháp luật là nhóm quy phạm điều chỉnh nhóm quan hệ xã hội loại nào,5
Tiêu chí nào được dùng để phân biệt ngành luật này với ngành luật khác trong hệ thống,5
Việc tập hợp quy phạm về điều kiện kết hôn tạo thành đơn vị cấu trúc nào,5
Ngành luật Hôn nhân và Gia đình được cấu thành từ chế định kết hôn và chế định gì,5
Mặt thể hiện bên ngoài của hệ thống pháp luật Việt Nam là hệ thống văn bản nào,5
Việc phân định ngành luật dựa trên đối tượng điều chỉnh và yếu tố nào,5
Đối tượng điều chỉnh của ngành luật xác định nhóm quan hệ xã hội chịu tác động nào,5
Phương pháp điều chỉnh thể hiện cách thức quản lý của Nhà nước đối với các bên nào,5
Ngành luật nào điều chỉnh quan hệ phát sinh giữa người lao động và chủ doanh nghiệp,5
Phương pháp mệnh lệnh quyền uy sử dụng chủ yếu trong ngành luật hình sự và gì,5
Lĩnh vực dân sự hoặc kinh tế chủ yếu sử dụng phương pháp điều chỉnh nào,5
Cách phân định ngành luật theo tiêu chuẩn Công pháp và Tư pháp phổ biến ở đâu,5
Ngành luật điều chỉnh quan hệ liên quan trực tiếp đến lợi ích Nhà nước gọi là gì,5
Ngành luật điều chỉnh quan hệ liên quan đến lợi ích tư hữu của cá nhân gọi là gì,5
Cách phân chia hệ thống pháp luật Việt Nam thành các ngành luật dựa trên tiêu chí gì,5
Ngành luật nào đóng vai trò là nền tảng quan trọng nhất trong hệ thống,5
Bộ máy nhà nước và chế độ bầu cử là nội dung cốt lõi của ngành luật nào,5
Mọi quy định của ngành luật khác không được trái với ngành luật nào,5
Luật Hành chính điều chỉnh các quan hệ phát sinh trong hoạt động quản lý nào,5
Ngành luật nào quy định trình tự giải quyết vụ án hành chính tại Tòa án,5
Luật Hình sự xác định hành vi phạm tội và quy định yếu tố gì kèm theo,5
Ngành luật nào thiết lập quy trình từ điều tra đến xét xử tội phạm,5
Quan hệ tài sản và nhân thân giữa cá nhân tổ chức do ngành luật nào điều chỉnh,5
Luật Tố tụng dân sự quy định trình tự giải quyết tranh chấp về tài sản và gì,5
Ngành luật nào tập trung điều chỉnh quan hệ kết hôn và cha mẹ con cái,5
Luật Đất đai thực hiện chức năng quản lý nguồn tài nguyên nào,5
Quan hệ về ngân sách nhà nước thuộc phạm vi điều chỉnh của ngành luật nào,5
Ngành luật nào điều chỉnh hoạt động kinh doanh giữa các thương nhân,5
Công pháp quốc tế điều chỉnh quan hệ nảy sinh giữa các đối tượng nào,5
Tư pháp quốc tế tập trung vào quan hệ dân sự có chứa yếu tố nào,5
Việc chuyển hóa giữa luật quốc tế và nội địa giúp Việt Nam thực hiện điều gì,5
Ngành luật nào quy định về địa vị cơ quan hành chính và xử phạt vi phạm,5
Hệ thống pháp luật Việt Nam được sắp xếp theo trật tự dựa trên hiệu lực gì,5
Luật Hành chính điều chỉnh quan hệ phát sinh trong quá trình chấp hành và gì,6
Phương pháp điều chỉnh chủ đạo của luật hành chính là phương pháp mệnh lệnh gì,6
Đối tượng điều chỉnh của Luật Hành chính gồm hoạt động hệ thống cơ quan nào,6
Khi thẩm phán xử phạt người gây rối tại tòa thì đang thực hiện chức năng quản lý gì,6
Quan hệ giữa Chính phủ và các Bộ là nhóm đối tượng điều chỉnh hành chính nào,6
Tại sao Luật Hành chính điều chỉnh hoạt động nội bộ của Tòa án Viện kiểm sát,6
Đặc điểm phương pháp mệnh lệnh phục tùng là bên nhà nước đưa ra yêu cầu gì,6
Việc chủ thể phải đăng ký cấp phép xây dựng là ví dụ cho phương pháp nào,6
Phương pháp thỏa thuận trong hành chính áp dụng hạn chế trong hoạt động phối hợp nào,6
Cơ quan hành chính nhà nước được phân thành cấp trung ương và cấp nào,6
Cơ quan nào là cơ quan hành chính cao nhất thực hiện quyền hành pháp,6
Chính phủ chịu trách nhiệm quản lý thống nhất hệ thống hành chính từ đâu đến đâu,6
Thủ tướng Chính phủ có quyền bổ nhiệm miễn nhiệm các thành viên nào,2
Cơ quan nào thực hiện chức năng quản lý theo ngành lĩnh vực trong toàn quốc,6
Ủy ban nhân dân các cấp là cơ quan chấp hành của tổ chức nào ở địa phương,2
Cấp Ủy ban nhân dân nào gần dân nhất trực tiếp tổ chức thi hành pháp luật,2
Nguyên tắc trực thuộc hai chiều áp dụng cho Sở Phòng thuộc cơ quan nào,6
Vi phạm hành chính là hành vi có lỗi xâm hại trật tự quản lý nhưng chưa là gì,6
Hình thức phạt tiền hoặc tước giấy phép áp dụng cho loại vi phạm nào,6
Độ tuổi tối thiểu để cá nhân bị xử phạt hành chính với lỗi cố ý là bao nhiêu,6
Người từ bao nhiêu tuổi trở lên phải chịu trách nhiệm về mọi vi phạm hành chính,6
Người nước ngoài vi phạm hành chính tại Việt Nam có bị xử lý theo luật Việt Nam không,6
Lỗi vô ý trong vi phạm hành chính là do sự cẩu thả gây hậu quả gì,6
Trách nhiệm hành chính phát sinh dựa trên văn bản luật pháp lệnh hoặc gì,6
Mục đích của trách nhiệm hành chính ngoài trừng phạt còn là để làm gì,6
Hình phạt chính phổ biến nhất trong xử phạt vi phạm hành chính là cảnh cáo và gì,6
Mỗi vi phạm hành chính chỉ bị áp dụng bao nhiêu hình thức xử phạt chính,6
Thẩm quyền tước giấy phép hành nghề có thuộc về Trưởng công an xã không,6
Giám đốc Công an tỉnh có thẩm quyền đặc biệt thực hiện hình thức xử phạt nào,6
Thủ tục xử phạt đơn giản áp dụng cho phạt cảnh cáo hoặc tiền mức như thế nào,6
Bước đầu tiên của trình tự thủ tục xử phạt vi phạm hành chính thông thường là gì,6
Tố tụng hành chính là hoạt động xét xử khiếu kiện của cơ quan nào,6
Đối tượng xét xử của Tòa hành chính gồm quyết định và hành vi gì,6
Quyết định kỷ luật buộc thôi việc áp dụng cho công chức giữ chức vụ dưới cấp nào,6
Người bị kiện trong vụ án tố tụng hành chính luôn là cơ quan hoặc cá nhân được gì,6
Hội thẩm nhân dân tham gia xét xử hành chính có quyền biểu quyết ngang hàng với ai,6
Chức năng nòng cốt của Luật Hình sự là xác định hành vi phạm tội và quy định gì,7
Quan hệ pháp luật hình sự phát sinh giữa Nhà nước và chủ thể thực hiện điều gì,7
Trong luật hình sự các chủ thể có quyền thỏa thuận về mức trách nhiệm không,7
Tại sao trách nhiệm hình sự không thể thỏa thuận như giao dịch dân sự,7
Đối tượng điều chỉnh của Luật Hình sự là quan hệ giữa Nhà nước và ai,7
Nhà nước bảo đảm quyền lợi hợp pháp nào cho người phạm tội,7
Người phạm tội được hưởng quyền gì thể hiện tính nhân văn của luật pháp,7
Phương pháp điều chỉnh của luật hình sự sử dụng sức mạnh cưỡng chế của ai,7
Tại sao người phạm tội không được ủy thác hình phạt cho người khác,7
Tội phạm là hành vi nguy hiểm có lỗi do ai thực hiện và bị Tòa án trừng trị,7
Hành vi thiếu bao nhiêu dấu hiệu cơ bản thì không bị coi là tội phạm,7
Phân loại tội phạm căn cứ vào mức tối đa của khung hình phạt hay mức Tòa tuyên,7
Tội phạm ít nghiêm trọng có hình phạt tù đến bao nhiêu năm,7
Tội phạm nghiêm trọng có hình phạt tù từ trên 3 năm đến bao nhiêu năm,7
Tội phạm đặc biệt nghiêm trọng có mức hình phạt tù trên 15 năm hoặc gì,7
Biện pháp cưỡng chế nghiêm khắc nhất chỉ do Tòa án áp dụng là gì,7
Cảnh cáo phạt tiền trục xuất tù có thời hạn là các loại hình phạt gì,7
Mỗi tội phạm cụ thể chỉ gánh chịu bao nhiêu hình phạt chính,7
Tử hình không áp dụng đối với người dưới 18 tuổi và phụ nữ đang nuôi con dưới bao nhiêu tháng,7
Pháp nhân thương mại phạm tội có thể bị hình phạt đình chỉ hoạt động gì,7
Biện pháp tư pháp nào buộc bồi thường thiệt hại để khôi phục trật tự,7
Nhà nước ưu tiên biện pháp giáo dục tại đâu cho người phạm tội dưới 18 tuổi,7
Tội phạm chức vụ do người có quyền hạn thực hiện xâm phạm đến tính chất gì,7
Tham ô và nhận hối lộ thuộc nhóm tội phạm chức vụ nào nòng cốt,7
Động cơ nào là bắt buộc để truy cứu trách nhiệm tội phạm tham nhũng,7
Luật Tố tụng Hình sự quy định trình tự từ khởi tố đến giai đoạn nào,7
Ngành luật nào quy định con đường dẫn đến công lý qua thủ tục tư pháp,7
Phương pháp phối hợp chế ước yêu cầu cơ quan tố tụng phải làm gì lẫn nhau,7
Viện kiểm sát thực hiện kiểm sát hoạt động của cơ quan điều tra nào,7
Điều tra viên Kiểm sát viên và Thẩm phán là những người có thẩm quyền gì,7
Chứng cứ được coi là cơ sở gì để Tòa án đưa ra phán quyết,7
Biện pháp ngăn chặn nào bắt người phạm tội khi họ đang thực hiện hành vi,7
Sau khởi tố vụ án hình sự sẽ chuyển sang giai đoạn nghiệp vụ nào,7
Bản cáo trạng quyết định đưa bị can ra xét xử do cơ quan nào ban hành,7
Hội đồng xét xử sơ thẩm hình sự thường gồm mấy Thẩm phán và mấy Hội thẩm,7
Luật Dân sự điều chỉnh quan hệ tài sản và nhân thân dựa trên nguyên tắc nào,8
Đối tượng điều chỉnh dân sự tập trung vào giá trị vật chất như vật và gì,8
Phương pháp tự định đoạt cho phép các bên tự do thỏa thuận trong khuôn khổ nào,8
Quan hệ nhân thân không gắn tài sản bảo vệ giá trị danh dự và gì,8
Quyền tác giả đối với tác phẩm là ví dụ cho quan hệ nhân thân gắn với gì,8
Tại sao luật dân sự ưu tiên hòa giải thay vì trừng trị như hình sự,8
Các bên tham gia quan hệ dân sự có địa vị pháp lý như thế nào,8
Chế định sở hữu hợp đồng và thừa kế liên kết với nhau như thế nào trong Bộ luật Dân sự,8
Quyền sở hữu bao gồm quyền chiếm hữu quyền sử dụng và quyền gì,8
Hợp đồng dân sự là sự thỏa thuận để xác lập thay đổi hoặc gì quyền nghĩa vụ,8
Cá nhân tham gia quan hệ dân sự khi có năng lực pháp luật và năng lực gì,8
Năng lực hành vi dân sự yêu cầu cá nhân đủ tuổi và khả năng gì,8
Pháp nhân trong dân sự phải có tài sản như thế nào và cơ cấu chặt chẽ,8
Quyền đối với bất động sản liền kề gồm quyền về lối đi và cấp gì,8
Thời hạn chiếm hữu tài sản vô chủ để xác lập quyền sở hữu với bất động sản là bao nhiêu năm,8
Quyền sở hữu chấm dứt khi chủ sở hữu từ bỏ tài sản hoặc tài sản bị làm sao,8
Nghĩa vụ dân sự buộc một bên thực hiện hành vi có lợi cho ai,8
Đặt cọc và bảo lãnh là các biện pháp gì để giảm rủi ro trong dân sự,8
Hợp đồng dân sự có hiệu lực ngay khi nào nếu không trái luật,8
Quyền thừa kế đảm bảo dịch chuyển di sản của người chết theo ý nguyện hoặc gì,8
Di sản thừa kế gồm tài sản riêng và phần trong khối tài sản nào,8
Người có hành vi xâm phạm tính mạng người để lại di sản có được thừa kế không,8
Di chúc miệng có hiệu lực khi tính mạng bị đe dọa và phải làm gì sau đó,8
Cha mẹ hoặc con chưa thành niên được hưởng di sản không phụ thuộc vào gì,8
Hàng thừa kế thứ nhất gồm vợ chồng cha mẹ và con của ai,8
Hàng thừa kế thứ hai được hưởng di sản khi hàng thừa kế nào không còn ai,8
Luật Tố tụng Dân sự quy định trình tự giải quyết tranh chấp tại cơ quan nào,8
Vụ án dân sự có tranh chấp còn việc dân sự là yêu cầu công nhận điều gì,8
Thời hiệu khởi kiện dân sự thường là bao nhiêu năm từ khi quyền bị xâm phạm,8
Đương sự có nghĩa vụ gì đối với chứng cứ để bảo vệ yêu cầu của mình,8
Tòa án có quyền phong tỏa tài khoản ngân hàng để đảm bảo điều gì,8
Trong giai đoạn nào Thẩm phán tổ chức phiên họp hòa giải cho các bên,8
Bản án dân sự phúc thẩm có hiệu lực vào thời điểm nào,8
Thủ tục nào xét lại bản án đã có hiệu lực khi có vi phạm nghiêm trọng,8
Phán quyết về trả lương cho lao động được thi hành vào thời điểm nào,9
Luật Lao động điều chỉnh quan hệ thuê mướn về tiền lương và an toàn gì,9
Người lao động thường được coi là bên yếu thế cần được bảo vệ như thế nào,9
Phương pháp điều chỉnh lao động kết hợp giữa thỏa thuận và mệnh lệnh gì,9
Công đoàn là tổ chức đại diện bảo vệ quyền lợi cho đối tượng nào,9
Độ tuổi lao động tối thiểu theo quy định chung là bao nhiêu tuổi,9
Người lao động có nghĩa vụ chấp hành nội quy và thực hiện đúng điều gì,9
Chủ doanh nghiệp có quyền kỷ luật nhưng phải tôn trọng yếu tố nào của nhân viên,9
Nghĩa vụ đóng bảo hiểm và đào tạo nghề thuộc về chủ thể nào,9
Hợp đồng lao động gồm loại xác định thời hạn và loại không xác định gì,9
Chủ doanh nghiệp không được đuổi việc lao động nữ đang mang thai hoặc gì,9
Người lao động được nghỉ việc ngay nếu bị ngược đãi hoặc nợ yếu tố gì,9
Thời gian báo trước của người lao động khi nghỉ việc tùy thuộc vào loại gì,9
Hợp đồng lao động dưới 01 tháng có thể được giao kết bằng lời nói không,9
Sau bao nhiêu lần ký hợp đồng xác định thời hạn thì phải chuyển sang vô hạn,9
Người lao động phải quay lại làm việc sau bao nhiêu ngày hết tạm hoãn,9
Giờ làm việc bình thường hằng ngày không được vượt quá bao nhiêu giờ,9
Làm việc từ 6 đến 8 giờ liên tục thì được nghỉ giữa giờ ít nhất bao nhiêu phút,9
Người lao động được hưởng nguyên lương trong bao nhiêu ngày lễ tết hằng năm,9
Giờ làm việc ban đêm được tính từ 22 giờ đến mấy giờ sáng,9
Khoảng cách giữa hai ca làm việc của công nhân tối thiểu là bao nhiêu giờ,9
Người lao động được nghỉ bao nhiêu ngày khi vợ hoặc chồng qua đời,9
Số ngày nghỉ phép năm tăng thêm theo thâm niên cứ mỗi 5 năm cộng thêm mấy ngày,9
Lao động làm việc trong điều kiện bình thường có khởi đầu bao nhiêu ngày phép,9
Tiền lương làm thêm giờ ngày lễ tết hưởng ít nhất bao nhiêu phần trăm lương,9
Mức khấu trừ lương hằng tháng tối đa không quá bao nhiêu phần trăm thu nhập,9
Lương tối thiểu vùng là mức sàn để bảo đảm yếu tố gì cho nhân viên,9
Chủ doanh nghiệp chậm lương từ 15 ngày phải đền bù thêm tiền gì,9
Làm việc ban đêm được hưởng thêm ít nhất bao nhiêu phần trăm đơn giá lương,9
Mức tạm ứng lương tối đa thông thường không quá bao nhiêu tháng lương,9
Nếu ngừng việc do lỗi của người sử dụng lao động thì lương trả thế nào,9
Nội quy lao động phải được đăng ký trong vòng bao nhiêu ngày kể từ khi ban hành,9
Sa thải là hình thức kỷ luật áp dụng cho hành vi nghiêm trọng như trộm cắp hay gì,9
Chủ doanh nghiệp không được kỷ luật khi nhân viên đang nuôi con dưới mấy tháng,9
Người lao động đóng 8% tiền lương vào quỹ bảo hiểm xã hội để hưởng gì,9
Bảo hiểm thất nghiệp dành cho lao động có hợp đồng từ bao nhiêu tháng trở lên,9
Luật Hôn nhân và gia đình điều chỉnh quan hệ dựa trên sự tự nguyện và gì,10
Đối tượng điều chỉnh của luật này gồm quan hệ nhân thân và quan hệ gì,10
Tại sao các quyền nhân thân gia đình tuyệt đối không được chuyển nhượng,10
Tính chất bền vững của quyền nghĩa vụ giúp gia đình thực hiện chức năng gì,10
Việc chia sẻ tài sản giữa cha mẹ con cái dựa trên tinh thần tương trợ hay gì,10
